venue,address,country,latitude,longitude,humandate,humantime,startdate,enddate,instructor,helper,carpentry,curriculum,title,slug,flavor,eventbrite
online,online,NA,NA,NA,"September 15 - 16, 2021, CEST",9:00 - 13:00,2021-09-15T00:00:00Z,2021-09-16T00:00:00Z,"Djura Smits, Jens Wehner","Carlos Martinez Ortiz, Francesco Nattino",ds,ds-containers,Reproducible Computational Environments Using Containers,2021-09-15-ds-docker,NA,166924809599
